gram;vector;code
9 5ms 1920x1080;[8, 8, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
5ms 1920x1080 300;[9, 7, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
1920x1080 300 NIT;[10, 6, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0];0
300 NIT 3000;[11, 5, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
NIT 3000 1;[12, 4, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
3000 1 HDMI;[13, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
1 HDMI VGA;[14, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
HDMI VGA eBay;[15, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
3M M2167PW 215;[0, 5, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
M2167PW 215 Monitor;[1, 4, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
215 Monitor 98000337299;[2, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 98000337299 PCPartPicker;[3, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
98000337299 PCPartPicker Canada;[4, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
DELL 1703FPS 17;[0, 23, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
1703FPS 17 TFT;[1, 22, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 TFT MONITOR;[2, 21, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
TFT MONITOR SILVER;[3, 20, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
MONITOR SILVER BEZEL;[4, 19, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
SILVER BEZEL CABLES;[5, 18, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
BEZEL CABLES GRADE;[6, 17, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
CABLES GRADE B;[7, 16, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0];0
GRADE B 1441;[8, 15, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
B 1441 UK;[9, 14, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1441 UK Ebay;[10, 13, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[11, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[12, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[13, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[14, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[15, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[16, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[17, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[18, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[19, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[20, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[21, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Allen Bradley 2711P;[0, 12, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Bradley 2711P T10C4D6;[1, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
2711P T10C4D6 A;[2, 10, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0];0
T10C4D6 A PanelView;[3, 9, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
A PanelView Plus;[4, 8, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
PanelView Plus 1000;[5, 7, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Plus 1000 128;[6, 6, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
1000 128 MB;[7, 5, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
128 MB Flash;[8, 4, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
MB Flash RAM;[9, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Flash RAM Warranty;[10, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
RAM Warranty eBay;[11, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
New Allen Bradley;[0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Allen Bradley 2711P;[1, 12, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Bradley 2711P T6M20D;[2, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
2711P T6M20D D;[3, 10, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0];0
T6M20D D Pkg;[4, 9, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
D Pkg 2012;[5, 8, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Pkg 2012 PanelView;[6, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
2012 PanelView Plus;[7, 6, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
PanelView Plus 600;[8, 5, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Plus 600 Gray;[9, 4, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
600 Gray Touch;[10, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Gray Touch RS232;[11, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Touch RS232 eBay;[12, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0];0
3M M2767PW 270;[0, 5, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
M2767PW 270 Monitor;[1, 4, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
270 Monitor 98000337877;[2, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 98000337877 PCPartPicker;[3, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
98000337877 PCPartPicker Canada;[4, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
241B4LPYCB00 2542513 Philips;[0, 6, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0];0
2542513 Philips LCD;[1, 5, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];1
Philips LCD Monitor;[2, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
LCD Monitor IML;[3, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor IML Direct;[4, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
IML Direct Italy;[5, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
LG 24MB35PYB 60Hz;[0, 6, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
24MB35PYB 60Hz 238;[1, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
60Hz 238 Monitor;[2, 4, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
238 Monitor 24MB35PYB;[3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Monitor 24MB35PYB PCPartPicker;[4, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
24MB35PYB PCPartPicker Canada;[5, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
Dell 17 LCD;[0, 20, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
17 LCD Monitor;[1, 19, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor E176FPc;[2, 18, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Monitor E176FPc WPower;[3, 17, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
E176FPc WPower VGA;[4, 16, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
WPower VGA Cable;[5, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
VGA Cable UK;[6, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Cable UK Ebay;[7, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[8, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[9, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[10, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[11, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[12, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[13, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[14, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[15, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[16, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Allen Bradley 2711P;[0, 13, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Bradley 2711P T6C20D;[1, 12, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
2711P T6C20D D;[2, 11, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0];0
T6C20D D 2011;[3, 10, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
D 2011 PanelView;[4, 9, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
2011 PanelView Plus;[5, 8, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
PanelView Plus 600;[6, 7, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Plus 600 Touch;[7, 6, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
600 Touch Ethernet;[8, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Touch Ethernet RS;[9, 4, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Ethernet RS 232;[10, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RS 232 USB;[11, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
232 USB eBay;[12, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
VN279Q 3110825 ASUSTeK;[0, 6, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];1
3110825 ASUSTeK COMPUTER;[1, 5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
ASUSTeK COMPUTER LCD;[2, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
COMPUTER LCD Monitor;[3, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
LCD Monitor JR;[4, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor JR Linton;[5, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0];0
Asus VS248H 24inch;[0, 9, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];1
VS248H 24inch LED;[1, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
24inch LED Monitor;[2, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
LED Monitor Compare;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor Compare Prices;[4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Compare Prices Save;[5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Prices Save shopping;[6, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Save shopping in;[7, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
shopping in Australia;[8, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Samsung S22C200B 22;[0, 11, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
S22C200B 22 LED;[1, 10, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
22 LED Monitor;[2, 9, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED Monitor 1920x1080;[3, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Monitor 1920x1080 DVI;[4, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
1920x1080 DVI VGA;[5, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
DVI VGA Fast;[6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
VGA Fast Response;[7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Fast Response 5ms;[8, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Response 5ms 887276007748;[9, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
5ms 887276007748 eBay;[10, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
LOT OF 5;[0, 28, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
OF 5 Apple;[1, 27, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
5 Apple 17;[2, 26, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Apple 17 LCD;[3, 25, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
17 LCD Studio;[4, 24, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Studio Display;[5, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Studio Display ADC;[6, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Display ADC Flat;[7, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
ADC Flat Screen;[8, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Flat Screen Monitor;[9, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Screen Monitor M7649;[10, 18, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Monitor M7649 1280;[11, 17, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
M7649 1280 X;[12, 16, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
1280 X 1024;[13, 15, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
X 1024 UK;[14, 14, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1024 UK Ebay;[15, 13, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[16, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[17, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[18, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[19, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[20, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[21, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[22, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[23, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[24, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[25, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Dell 23 Touchscreen;[0, 7, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
23 Touchscreen LED;[1, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Touchscreen LED Back;[2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED Back Lit;[3, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Back Lit Monitor;[4, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Lit Monitor P2314T;[5, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Monitor P2314T eBay;[6, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
AOC E1649FWU 16;[0, 9, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E1649FWU 16 LED;[1, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
16 LED LCD;[2, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 16;[4, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 16 9;[5, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
16 9 16;[6, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
9 16 MS;[7, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
16 MS eBay;[8, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Dell E173FPf 17;[0, 22, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E173FPf 17 Inch;[1, 21, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
17 Inch TFT;[2, 20, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Inch TFT LCD;[3, 19, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
TFT LCD Flat;[4, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Flat Panel;[5, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Flat Panel Monitor;[6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Panel Monitor Cables;[7, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor Cables UK;[8, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Cables UK Ebay;[9, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[10, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[11, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[12, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[13, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[14, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[15, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[16, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[17, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[18, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Cleverboxes VS278Q Asus;[0, 20, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
VS278Q Asus VS278Q;[1, 19, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
Asus VS278Q 27;[2, 18, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VS278Q 27 inch;[3, 17, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
27 inch LED;[4, 16, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
inch LED Backlight;[5, 15, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
LED Backlight LCD;[6, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Backlight LCD Monitor;[7, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 800000001;[8, 12, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 800000001 300;[9, 11, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
800000001 300 cdm2;[10, 10, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
300 cdm2 1920;[11, 9, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
cdm2 1920 x;[12, 8, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
1920 x 1080;[13, 7, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
x 1080 1ms;[14, 6, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
1080 1ms VGA;[15, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
1ms VGA DVI;[16, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
VGA DVI HDMI;[17, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
DVI HDMI DisplayPort;[18, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
HDMI DisplayPort Black;[19, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Dell U2413 60Hz;[0, 6, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
U2413 60Hz 240;[1, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
60Hz 240 Monitor;[2, 4, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
240 Monitor 4694030;[3, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 4694030 PCPartPicker;[4, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
4694030 PCPartPicker Canada;[5, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
AOC E1649FWU 16;[0, 9, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E1649FWU 16 LED;[1, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
16 LED LCD;[2, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 16;[4, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 16 9;[5, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
16 9 16;[6, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
9 16 MS;[7, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
16 MS eBay;[8, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Apple 20 Cinema;[0, 14, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
20 Cinema Display;[1, 13, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Cinema Display Monitor;[2, 12, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Display Monitor A1081;[3, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Monitor A1081 M9177;[4, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
A1081 M9177 A;[5, 9, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0];0
M9177 A w;[6, 8, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
A w Power;[7, 7, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
w Power Adapter;[8, 6, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Power Adapter A1096;[9, 5, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
Adapter A1096 M9178B;[10, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
A1096 M9178B A;[11, 3, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0];0
M9178B A 718908807385;[12, 2, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
A 718908807385 eBay;[13, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
AOC E2260SWDA 21;[0, 17, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E2260SWDA 21 5;[1, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
21 5 Slim;[2, 15, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
5 Slim Design;[3, 14, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Slim Design 16;[4, 13, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Design 16 9;[5, 12, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
16 9 LED;[6, 11, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
9 LED LCD;[7, 10, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[8, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 1920;[9, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 1920 x;[10, 7, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1920 x 1080;[11, 6, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
x 1080 5ms;[12, 5, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
1080 5ms DVI;[13, 4, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
5ms DVI VGA;[14, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
DVI VGA 685417049585;[15, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
VGA 685417049585 eBay;[16, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Allen Bradley 2711;[0, 12, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];1
Bradley 2711 T6C16L1;[1, 11, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2711 T6C16L1 A;[2, 10, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
T6C16L1 A PanelView;[3, 9, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
A PanelView 600;[4, 8, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
PanelView 600 Color;[5, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
600 Color Touch;[6, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Color Touch RS;[7, 5, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Touch RS 232;[8, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RS 232 DF1;[9, 3, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
232 DF1 Warranty;[10, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
DF1 Warranty eBay;[11, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
Dell UltraSharp U2413;[0, 14, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
UltraSharp U2413 24;[1, 13, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
U2413 24 LED;[2, 12, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
24 LED LCD;[3, 11, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
LED LCD Monitor;[4, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 16;[5, 9, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
